code,date,open,close,diff,rate
KOSPI,20130410,1933.73,1935.58,14.84,0.77
KOSPI,20130409,1918.13,1920.74,2.05,0.11
KOSPI,20130408,1927.04,1918.69,-8.54,-0.44
KOSPI,20130405,1948.33,1927.23,-32.22,-1.64
KOSPI,20130404,1963.39,1959.45,-23.77,-1.2
KOSPI,20130403,1990.71,1983.22,-2.93,-0.15
KOSPI,20130402,1996.81,1986.15,-9.84,-0.49
KOSPI,20130401,2009.94,1995.99,-8.9,-0.44
KOSPI,20130329,2007.12,2004.89,11.37,0.57
KOSPI,20130328,1989.7,1993.52,0.08,0.0
KOSPI,20130327,1991.91,1993.44,9.74,0.49
KOSPI,20130326,1976.81,1983.7,6.03,0.3
KOSPI,20130325,1968.85,1977.67,28.96,1.49
KOSPI,20130322,1949.03,1948.71,-2.11,-0.11
KOSPI,20130321,1969.3,1950.82,-8.59,-0.44
KOSPI,20130320,1969.19,1959.41,-19.15,-0.97
KOSPI,20130319,1978.41,1978.56,10.38,0.53
KOSPI,20130318,1974.71,1968.18,-18.32,-0.92
KOSPI,20130315,2009.71,1986.5,-15.63,-0.78
KOSPI,20130314,2000.07,2002.13,2.4,0.12
KOSPI,20130313,1994.79,1999.73,6.39,0.32
KOSPI,20130312,2006.84,1993.34,-10.01,-0.5
KOSPI,20130311,2000.57,2003.35,-2.66,-0.13
KOSPI,20130308,2001.97,2006.01,1.61,0.08
KOSPI,20130307,2018.63,2004.4,-16.34,-0.81
KOSPI,20130306,2033.17,2020.74,4.13,0.2
KOSPI,20130305,2022.41,2016.61,3.46,0.17
KOSPI,20130304,2028.55,2013.15,-13.34,-0.66
KOSPI,20130228,2019.05,2026.49,22.45,1.12
KOSPI,20130227,2008.94,2004.04,4.03,0.2
KOSPI,20130226,1993.12,2000.01,-9.51,-0.47
KOSPI,20130225,2022.51,2009.52,-9.37,-0.46
KOSPI,20130222,2007.34,2018.89,3.67,0.18
KOSPI,20130221,2014.5,2015.22,-9.42,-0.47
KOSPI,20130220,1997.04,2024.64,38.81,1.95
KOSPI,20130219,1981.96,1985.83,3.92,0.2
KOSPI,20130218,1979.42,1981.91,0.73,0.04
KOSPI,20130215,1981.06,1981.18,1.57,0.08
KOSPI,20130214,1977.42,1979.61,3.54,0.18
